Time,latitude,longitude,depth,fixed_state
20341226_101752,-2.144601,-79.966203,5.000,0
20341226_101752,-2.144598,-79.966198,5.000,0
20341227_140432,-2.144598,-79.966198,5.000,0
20341227_140432,-2.144720,-79.966192,5.000,0
20341227_140432,-2.144931,-79.966073,5.000,0
20351103_221752,-2.144931,-79.966073,5.000,0
20351103_221752,-2.145063,-79.966062,5.000,0
20351105_020432,-2.145063,-79.966062,5.000,0
20351105_020432,-2.145081,-79.966057,5.000,0
20351106_055112,-2.145081,-79.966057,5.000,0
20351106_055112,-2.145082,-79.966040,5.000,0
20351107_093752,-2.145082,-79.966040,5.000,0
20351107_093752,-2.145025,-79.966043,5.000,0
20351108_132432,-2.145025,-79.966043,5.000,0
20351108_132432,-2.145036,-79.966052,5.000,0
20351109_171112,-2.145036,-79.966052,5.000,0
20351109_171112,-2.145049,-79.966064,5.000,0
20351110_205752,-2.145049,-79.966064,5.000,0
20351110_205752,-2.145004,-79.966060,5.000,0
20351112_004432,-2.145004,-79.966060,5.000,0
20351112_004432,-2.145025,-79.966056,5.000,0
20351113_043112,-2.145025,-79.966056,5.000,0
20351113_043112,-2.145035,-79.966061,5.000,0
20351114_081752,-2.145035,-79.966061,5.000,0
20351114_081752,-2.145107,-79.966075,5.000,0
20351115_120432,-2.145107,-79.966075,5.000,0
20351115_120432,-2.145099,-79.966085,5.000,0
20351116_155112,-2.145099,-79.966085,5.000,0
20351116_155112,-2.145059,-79.966091,5.000,0
20351117_193752,-2.145059,-79.966091,5.000,0
20351117_193752,-2.145136,-79.966094,5.000,0
20351118_232432,-2.145136,-79.966094,5.000,0
20351118_232432,-2.145175,-79.966087,5.000,0
20351120_031112,-2.145175,-79.966087,5.000,0
20351120_031112,-2.145224,-79.966091,5.000,0
20361017_072432,-2.145224,-79.966091,5.000,0
20361017_072432,-2.145017,-79.966140,5.000,0
20361018_111112,-2.145017,-79.966140,5.000,0
20361018_111112,-2.144995,-79.966146,5.000,0
20361019_145752,-2.144995,-79.966146,5.000,0
20361019_145752,-2.145011,-79.966141,5.000,0
20361020_184432,-2.145011,-79.966141,5.000,0
20361020_184432,-2.145070,-79.966137,5.000,0
20361021_223112,-2.145070,-79.966137,5.000,0
20361021_223112,-2.145102,-79.966134,5.000,0
20361023_021752,-2.145102,-79.966134,5.000,0
20361023_021752,-2.145017,-79.966146,5.000,0
20361024_060432,-2.145017,-79.966146,5.000,0
20361024_060432,-2.145121,-79.966133,5.000,0
20361025_095112,-2.145121,-79.966133,5.000,0
20361025_095112,-2.145182,-79.966126,5.000,0
20361026_133752,-2.145182,-79.966126,5.000,0
20361026_133752,-2.145249,-79.966129,5.000,0
20361027_172432,-2.145249,-79.966129,5.000,0
20361027_172432,-2.145221,-79.966129,5.000,0
20361028_211112,-2.145221,-79.966129,5.000,0
20361028_211112,-2.145201,-79.966130,5.000,0
20361030_005752,-2.145201,-79.966130,5.000,0
20361030_005752,-2.145220,-79.966126,5.000,0
20361031_044432,-2.145220,-79.966126,5.000,0
20361031_044432,-2.145268,-79.966129,5.000,0
20361101_083112,-2.145268,-79.966129,5.000,0
20361101_083112,-2.145283,-79.966126,5.000,0
20370921_101752,-2.145283,-79.966126,5.000,0
20370921_101752,-2.144697,-79.966124,5.000,0
20370922_140432,-2.144697,-79.966124,5.000,0
20370922_140432,-2.144686,-79.966124,5.000,0
20370923_175112,-2.144686,-79.966124,5.000,0
20370923_175112,-2.144677,-79.966129,5.000,0
20370924_213752,-2.144677,-79.966129,5.000,0
20370924_213752,-2.144720,-79.966124,5.000,0
20370926_012432,-2.144720,-79.966124,5.000,0
20370926_012432,-2.144630,-79.966122,5.000,0
20370927_051112,-2.144630,-79.966122,5.000,0
20370927_051112,-2.144634,-79.966118,5.000,0
20370928_085752,-2.144634,-79.966118,5.000,0
20370928_085752,-2.144623,-79.966123,5.000,0
20370929_124432,-2.144623,-79.966123,5.000,0
20370929_124432,-2.144598,-79.966126,5.000,0
20370930_163112,-2.144598,-79.966126,5.000,0
20370930_163112,-2.144534,-79.966124,5.000,0
20371001_201752,-2.144534,-79.966124,5.000,0
20371001_201752,-2.144469,-79.966121,5.000,0
20371003_000432,-2.144469,-79.966121,5.000,0
