time,distance(meters),num_sats,flags
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191611,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191612,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191613,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191614,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191615,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
19691231_191616,100.00, 9, 1
