time,speed(m/s),num_sats
19691231_191612,     0, 9
19691231_191612,     0, 9
19691231_191612,     0, 9
19691231_191612,     0, 9
19691231_191612,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191613,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191614,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191615,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191616,     0, 9
19691231_191617,     0, 9
19691231_191617,     0, 9
19691231_191617,     0, 9
19691231_191617,     0, 9
19691231_191617,     0, 9
19691
